ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015979	photosynthesis	45/171	81/2937	1.7381497869675e-36	5.90970927568949e-34	4.79363414932089e-34	ostta01g01560/ostta01g03040/ostta01g03170/ostta01g04940/ostta01g05690/ostta01g06610/ostta02g00580/ostta02g02320/ostta02g02380/ostta02g02510/ostta02g02560/ostta02g03330/ostta02g03860/ostta02g04800/ostta02g05340/ostta03g00350/ostta04g01790/ostta04g02740/ostta05g00800/ostta05g03830/ostta05g04130/ostta05g04560/ostta05g04960/ostta06g00250/ostta06g00700/ostta07g00640/ostta07g01350/ostta07g01740/ostta07g02590/ostta09g04240/ostta09g04420/ostta10g03420/ostta12g00420/ostta12g00520/ostta13g01320/ostta14g00065/ostta14g00150/ostta14g02630/ostta15g00990/ostta15g02670/ostta15g02680/ostta16g01620/ostta16g02310/ostta17g00570/ostta18g01230	45
GO:0033013	tetrapyrrole metabolic process	22/171	55/2937	4.43059777382841e-14	6.80904360856287e-12	5.52312515617174e-12	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02450/ostta07g02590/ostta08g01100/ostta11g00690/ostta12g01390/ostta12g02460/ostta15g01850/ostta15g02680/ostta17g00100/ostta17g00130/ostta20g00080	22
GO:0006778	porphyrin-containing compound metabolic process	20/171	45/2937	6.00797965461429e-14	6.80904360856287e-12	5.52312515617174e-12	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02450/ostta07g02590/ostta08g01100/ostta11g00690/ostta12g01390/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	20
GO:0033014	tetrapyrrole biosynthetic process	18/171	36/2937	8.93029930005295e-14	7.590754405045e-12	6.15720635951019e-12	ostta01g02390/ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta11g00690/ostta12g02460/ostta15g02680/ostta17g00130/ostta20g00080	18
GO:0044550	secondary metabolite biosynthetic process	56/171	362/2937	3.42914830953402e-13	2.33182085048313e-11	1.89144601494297e-11	ostta01g01980/ostta01g02390/ostta01g03040/ostta01g05290/ostta01g05690/ostta02g02380/ostta02g02510/ostta02g03360/ostta03g00350/ostta03g02130/ostta03g03160/ostta04g00860/ostta04g01140/ostta04g02080/ostta04g02090/ostta04g04690/ostta05g01230/ostta05g02740/ostta05g04130/ostta05g04960/ostta06g00700/ostta06g01710/ostta06g03370/ostta07g01740/ostta07g02450/ostta07g02590/ostta07g03070/ostta07g03340/ostta07g04500/ostta08g01100/ostta08g01180/ostta09g01360/ostta09g03060/ostta09g03765/ostta10g01470/ostta11g00050/ostta11g00690/ostta11g02780/ostta11g03090/ostta12g01280/ostta12g01390/ostta12g02460/ostta13g01180/ostta13g02030/ostta14g02420/ostta15g02520/ostta15g02680/ostta15g02900/ostta16g00590/ostta16g00670/ostta16g01560/ostta16g01910/ostta17g00130/ostta18g01890/ostta20g00080/ostta20g00490	56
GO:0019748	secondary metabolic process	56/171	364/2937	4.38387589697086e-13	2.48419634161682e-11	2.01504471053748e-11	ostta01g01980/ostta01g02390/ostta01g03040/ostta01g05290/ostta01g05690/ostta02g02380/ostta02g02510/ostta02g03360/ostta03g00350/ostta03g02130/ostta03g03160/ostta04g00860/ostta04g01140/ostta04g02080/ostta04g02090/ostta04g04690/ostta05g01230/ostta05g02740/ostta05g04130/ostta05g04960/ostta06g00700/ostta06g01710/ostta06g03370/ostta07g01740/ostta07g02450/ostta07g02590/ostta07g03070/ostta07g03340/ostta07g04500/ostta08g01100/ostta08g01180/ostta09g01360/ostta09g03060/ostta09g03765/ostta10g01470/ostta11g00050/ostta11g00690/ostta11g02780/ostta11g03090/ostta12g01280/ostta12g01390/ostta12g02460/ostta13g01180/ostta13g02030/ostta14g02420/ostta15g02520/ostta15g02680/ostta15g02900/ostta16g00590/ostta16g00670/ostta16g01560/ostta16g01910/ostta17g00130/ostta18g01890/ostta20g00080/ostta20g00490	56
GO:0006779	porphyrin-containing compound biosynthetic process	14/171	25/2937	7.77319566816461e-12	3.77555218167995e-10	3.06252220309643e-10	ostta01g03390/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g03160/ostta04g02090/ostta05g04960/ostta06g03370/ostta07g01740/ostta07g02590/ostta08g01100/ostta12g02460/ostta15g02680/ostta17g00130	14
GO:0015995	chlorophyll biosynthetic process	9/171	11/2937	3.1201550692851e-10	1.32606590444617e-08	1.07563240546408e-08	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0015994	chlorophyll metabolic process	9/171	12/2937	1.18594239083355e-09	4.48022680981565e-08	3.63411586430867e-08	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680	9
GO:0046148	pigment biosynthetic process	11/171	28/2937	1.71389611622969e-07	5.82724679518096e-06	4.726745078444e-06	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680/ostta16g00590/ostta16g00670	11
GO:0042440	pigment metabolic process	11/171	31/2937	5.79308059380087e-07	1.79058854717481e-05	1.45242786179505e-05	ostta01g05690/ostta02g02380/ostta02g02510/ostta04g02090/ostta05g04960/ostta07g01740/ostta07g02590/ostta08g01100/ostta15g02680/ostta16g00590/ostta16g00670	11
GO:0019685	photosynthesis, dark reaction	7/171	12/2937	1.24316592384248e-06	3.52230345088702e-05	2.85710063198885e-05	ostta01g01560/ostta01g03040/ostta04g02740/ostta05g04130/ostta06g00700/ostta07g01740/ostta10g03420	7
GO:0015977	carbon fixation	11/171	37/2937	4.29937707135685e-06	0.000112445246481641	9.12094568984206e-05	ostta01g01560/ostta01g03040/ostta03g00350/ostta04g02740/ostta04g03550/ostta05g04130/ostta06g00700/ostta09g03765/ostta10g01470/ostta10g03420/ostta18g01890	11
GO:0016051	carbohydrate biosynthetic process	11/171	40/2937	9.96720913983463e-06	0.000242060793395984	0.000196346525912532	ostta01g01560/ostta01g03040/ostta04g02740/ostta05g04130/ostta06g00700/ostta07g01740/ostta07g03070/ostta10g03420/ostta11g02780/ostta13g01180/ostta20g00490	11
GO:0019253	reductive pentose-phosphate cycle	6/171	11/2937	1.29324711764712e-05	0.000293136013333347	0.000237775961279681	ostta01g01560/ostta01g03040/ostta04g02740/ostta05g04130/ostta06g00700/ostta10g03420	6
GO:1901362	organic cyclic compound biosynthetic process	38/171	354/2937	8.03150937155406e-05	0.00170669574145524	0.00138437858904419	ostta01g02390/ostta01g03390/ostta01g04630/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g01100/ostta03g03150/ostta03g03160/ostta04g01140/ostta04g02080/ostta04g02090/ostta04g04690/ostta05g01230/ostta05g04960/ostta06g01710/ostta06g03370/ostta07g01350/ostta07g01740/ostta07g02590/ostta07g03070/ostta08g00865/ostta08g01100/ostta08g01180/ostta11g00050/ostta11g00690/ostta11g02780/ostta11g03090/ostta12g01280/ostta12g02460/ostta13g02030/ostta15g02520/ostta15g02680/ostta16g01910/ostta17g00130/ostta17g00450/ostta20g00080/ostta20g00490	38
GO:0005975	carbohydrate metabolic process	22/171	167/2937	0.000185917119687195	0.00371834239374389	0.00301611674043622	ostta01g01560/ostta01g03040/ostta01g05290/ostta02g03360/ostta03g00350/ostta04g00860/ostta04g02740/ostta05g04130/ostta06g00700/ostta07g01740/ostta07g03070/ostta09g00500/ostta09g03765/ostta10g01470/ostta10g03420/ostta11g00180/ostta11g02780/ostta13g01180/ostta13g02030/ostta15g02520/ostta16g01560/ostta20g00490	22
GO:0006721	terpenoid metabolic process	7/171	24/2937	0.000298463961528169	0.00563765260664319	0.00457295660353101	ostta04g02080/ostta08g01180/ostta11g00050/ostta12g01280/ostta16g00590/ostta16g00670/ostta16g01910	7
GO:0008299	isoprenoid biosynthetic process	7/171	26/2937	0.000513597550446445	0.00824647090569428	0.00668908785539289	ostta04g02080/ostta08g01180/ostta11g00050/ostta12g01280/ostta16g00590/ostta16g00670/ostta16g01910	7
GO:0006091	generation of precursor metabolites and energy	19/171	144/2937	0.000515715940167185	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta04g02580/ostta05g03960/ostta05g04130/ostta06g00700/ostta07g01350/ostta07g03070/ostta08g00630/ostta09g03765/ostta10g01470/ostta11g02780/ostta12g00420/ostta13g01320/ostta14g00150/ostta15g02520/ostta20g00490	19
GO:0019438	aromatic compound biosynthetic process	32/171	308/2937	0.000602341039868705	0.00824647090569428	0.00668908785539289	ostta01g02390/ostta01g03390/ostta01g04630/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g01100/ostta03g03150/ostta03g03160/ostta04g01140/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g01710/ostta06g03370/ostta07g01350/ostta07g01740/ostta07g02590/ostta07g03070/ostta08g00865/ostta08g01100/ostta11g00690/ostta11g02780/ostta11g03090/ostta12g02460/ostta13g02030/ostta15g02520/ostta15g02680/ostta17g00130/ostta17g00450/ostta20g00080/ostta20g00490	32
GO:0006720	isoprenoid metabolic process	7/171	27/2937	0.000659783295346565	0.00824647090569428	0.00668908785539289	ostta04g02080/ostta08g01180/ostta11g00050/ostta12g01280/ostta16g00590/ostta16g00670/ostta16g01910	7
GO:0006090	pyruvate metabolic process	11/171	62/2937	0.000710921351834301	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta04g03550/ostta06g00700/ostta08g01180/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	11
GO:0006096	glycolytic process	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0006165	nucleoside diphosphate phosphorylation	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0006757	ATP generation from ADP	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0009135	purine nucleoside diphosphate metabolic process	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0009179	purine ribonucleoside diphosphate metabolic process	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0009185	ribonucleoside diphosphate metabolic process	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0046031	ADP metabolic process	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0046939	nucleotide phosphorylation	9/171	44/2937	0.000751884111989773	0.00824647090569428	0.00668908785539289	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0015976	carbon utilization	15/171	104/2937	0.000804034390680862	0.00854286540098416	0.00692950691968374	ostta01g01560/ostta01g03040/ostta03g00350/ostta04g02740/ostta04g03550/ostta05g02740/ostta05g04130/ostta06g00700/ostta09g03765/ostta10g01470/ostta10g03420/ostta11g02780/ostta14g02420/ostta15g02900/ostta18g01890	15
GO:0008202	steroid metabolic process	8/171	36/2937	0.000831966955501465	0.00857178075365146	0.00695296147819406	ostta02g02510/ostta03g00140/ostta04g02080/ostta04g04690/ostta08g01180/ostta11g00050/ostta12g01280/ostta16g01910	8
GO:0009991	response to extracellular stimulus	15/171	106/2937	0.000985681577794432	0.00949237015876725	0.00769969344147684	ostta01g01560/ostta01g03040/ostta03g00350/ostta04g02740/ostta04g03550/ostta05g02740/ostta05g04130/ostta06g00700/ostta09g03765/ostta10g01470/ostta10g03420/ostta11g02780/ostta14g02420/ostta15g02900/ostta18g01890	15
GO:0031667	response to nutrient levels	15/171	106/2937	0.000985681577794432	0.00949237015876725	0.00769969344147684	ostta01g01560/ostta01g03040/ostta03g00350/ostta04g02740/ostta04g03550/ostta05g02740/ostta05g04130/ostta06g00700/ostta09g03765/ostta10g01470/ostta10g03420/ostta11g02780/ostta14g02420/ostta15g02900/ostta18g01890	15
GO:0019318	hexose metabolic process	8/171	37/2937	0.00100961130483559	0.00949237015876725	0.00769969344147684	ostta01g01560/ostta01g03040/ostta03g00350/ostta10g01470/ostta10g03420/ostta11g02780/ostta13g02030/ostta15g02520	8
GO:0009132	nucleoside diphosphate metabolic process	9/171	46/2937	0.00105623215963104	0.00949237015876725	0.00769969344147684	ostta01g03040/ostta01g05290/ostta03g00350/ostta04g00860/ostta06g00700/ostta09g03765/ostta10g01470/ostta11g02780/ostta15g02520	9
GO:0018130	heterocycle biosynthetic process	31/171	305/2937	0.00108481363725707	0.00949237015876725	0.00769969344147684	ostta01g02390/ostta01g03390/ostta01g04630/ostta01g05690/ostta02g02380/ostta02g02510/ostta03g01100/ostta03g03150/ostta03g03160/ostta04g01140/ostta04g02090/ostta05g01230/ostta05g04960/ostta06g01710/ostta06g03370/ostta07g01350/ostta07g01740/ostta07g02590/ostta07g03070/ostta08g00865/ostta08g01100/ostta11g00690/ostta11g02780/ostta12g02460/ostta13g02030/ostta15g02520/ostta15g02680/ostta17g00130/ostta17g00450/ostta20g00080/ostta20g00490	31
