ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006259	DNA metabolic process	70/351	139/2435	1.69186822513609e-25	5.21095413341914e-23	4.79065844801692e-23	ostta01g00090/ostta01g01270/ostta01g02580/ostta01g04740/ostta01g05200/ostta01g06330/ostta02g01170/ostta02g01245/ostta02g01247/ostta02g02610/ostta02g03430/ostta03g01680/ostta03g02630/ostta03g03780/ostta03g04030/ostta03g05120/ostta03g05810/ostta04g00450/ostta04g00480/ostta04g02050/ostta04g03490/ostta04g04640/ostta04g04970/ostta04g05230/ostta05g00150/ostta05g00330/ostta05g00500/ostta05g00600/ostta05g01680/ostta05g02940/ostta05g03330/ostta05g04200/ostta06g02640/ostta06g02890/ostta06g03990/ostta07g00020/ostta07g02610/ostta08g00710/ostta08g02290/ostta08g03260/ostta08g03680/ostta09g02150/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01690/ostta11g01760/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g01670/ostta12g02485/ostta13g02040/ostta13g02280/ostta14g00420/ostta14g01050/ostta14g02950/ostta15g01090/ostta15g02820/ostta16g00515/ostta16g01940/ostta17g01610/ostta18g00830/ostta18g01440/ostta20g00860	70
GO:0006260	DNA replication	31/351	48/2435	1.04690709072014e-15	1.61223691970902e-13	1.48220003896694e-13	ostta01g00090/ostta01g02580/ostta01g05200/ostta02g03430/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g00150/ostta05g00330/ostta05g01680/ostta05g02940/ostta06g02890/ostta07g02610/ostta08g00710/ostta08g03680/ostta10g00640/ostta11g00910/ostta11g00940/ostta11g01400/ostta11g01760/ostta11g01840/ostta12g00110/ostta12g01020/ostta12g02485/ostta13g02040/ostta14g01050/ostta15g01090/ostta15g02820/ostta17g01610/ostta18g01440	31
GO:0006261	DNA-templated DNA replication	14/351	21/2435	5.866041498429e-08	6.02246927172044e-06	5.53671987044702e-06	ostta01g02580/ostta03g04030/ostta04g00450/ostta04g04640/ostta04g04970/ostta05g01680/ostta05g02940/ostta11g00910/ostta11g00940/ostta11g01760/ostta12g01020/ostta13g02040/ostta14g01050/ostta17g01610	14
GO:0006950	response to stress	30/351	82/2435	3.11137980548085e-07	2.39576245022026e-05	2.20252938861671e-05	ostta01g01270/ostta01g02780/ostta01g04740/ostta02g01170/ostta03g02630/ostta03g05120/ostta04g01060/ostta04g01080/ostta04g02050/ostta04g04970/ostta06g02640/ostta06g03990/ostta07g00020/ostta08g02290/ostta08g03260/ostta09g01590/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g01690/ostta12g01670/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g00515/ostta16g01940/ostta18g00830/ostta20g00860	30
GO:0006974	cellular response to DNA damage stimulus	26/351	69/2435	1.03155553496579e-06	6.35438209538926e-05	5.841861871701e-05	ostta01g01270/ostta01g04740/ostta02g01170/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta06g02640/ostta06g03990/ostta07g00020/ostta08g02290/ostta08g03260/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g01690/ostta12g01670/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g00515/ostta16g01940/ostta18g00830/ostta20g00860	26
GO:0033554	cellular response to stress	26/351	70/2435	1.42668899481293e-06	7.32367017337302e-05	6.73297087025749e-05	ostta01g01270/ostta01g04740/ostta02g01170/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta06g02640/ostta06g03990/ostta07g00020/ostta08g02290/ostta08g03260/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g01690/ostta12g01670/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g00515/ostta16g01940/ostta18g00830/ostta20g00860	26
GO:0006281	DNA repair	25/351	68/2435	2.86026424412934e-06	0.000125851626741691	0.000115700914536961	ostta01g01270/ostta01g04740/ostta02g01170/ostta03g02630/ostta03g05120/ostta04g02050/ostta06g02640/ostta06g03990/ostta07g00020/ostta08g02290/ostta08g03260/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g01690/ostta12g01670/ostta13g02280/ostta14g00420/ostta14g02950/ostta16g00515/ostta16g01940/ostta18g00830/ostta20g00860	25
GO:0051716	cellular response to stimulus	36/351	120/2435	5.14399916666211e-06	0.000198043967916491	0.000182070496820014	ostta01g01270/ostta01g02780/ostta01g04740/ostta02g01170/ostta03g01890/ostta03g02630/ostta03g05120/ostta04g02050/ostta04g04970/ostta06g01360/ostta06g02160/ostta06g02640/ostta06g03990/ostta07g00020/ostta07g04350/ostta08g02290/ostta08g03260/ostta08g04240/ostta09g02470/ostta10g00640/ostta10g02080/ostta10g02100/ostta11g00630/ostta11g01690/ostta12g01670/ostta12g02770/ostta13g00820/ostta13g01820/ostta13g02280/ostta14g00420/ostta14g02950/ostta15g01410/ostta16g00515/ostta16g01940/ostta18g00830/ostta20g00860	36
GO:0006270	DNA replication initiation	8/351	10/2435	5.98782101750584e-06	0.000204916541487978	0.000188388754819774	ostta01g02580/ostta04g00450/ostta04g04640/ostta05g01680/ostta11g00910/ostta11g01760/ostta12g01020/ostta14g01050	8
GO:0006310	DNA recombination	9/351	13/2435	1.02289257454062e-05	0.000315050912958512	0.000289640107948871	ostta02g01245/ostta02g01247/ostta03g01680/ostta04g00480/ostta04g05230/ostta05g00600/ostta05g04200/ostta10g00640/ostta11g00630	9
